lylty_card_nbr,lifestage,premium_customer,total_sales,total_units,transactions,avg_spend_per_txn,last_purchase,recency_days,frequency,monetary,R_score,F_score,M_score,rfm_score,cluster
167122,OLDER FAMILIES,Budget,4.2,1,1,4.2,2018-10-15,258,1,4.2,1,1,1,111,3
167123,MIDAGE SINGLES/COUPLES,Budget,4.4,1,1,4.4,2019-06-22,8,1,4.4,5,1,1,511,4
167124,OLDER SINGLES/COUPLES,Premium,10.4,3,2,5.2,2018-12-07,205,2,10.4,1,2,2,122,3
167125,OLDER FAMILIES,Premium,9.2,3,2,4.6,2019-04-03,88,2,9.2,3,2,2,322,4
167127,OLDER SINGLES/COUPLES,Mainstream,2.7,1,1,2.7,2018-07-23,342,1,2.7,1,1,1,111,3
167128,OLDER SINGLES/COUPLES,Mainstream,12.9,4,4,3.225,2019-02-22,128,4,12.9,2,4,2,242,4
167129,YOUNG SINGLES/COUPLES,Mainstream,4.4,1,1,4.4,2019-03-21,101,1,4.4,3,1,1,311,4
167130,YOUNG SINGLES/COUPLES,Premium,2.3,1,1,2.3,2019-03-31,91,1,2.3,3,1,1,311,4
167132,OLDER FAMILIES,Budget,6,2,1,6,2019-06-24,6,1,6,5,1,1,511,4
167133,YOUNG SINGLES/COUPLES,Premium,12.8,3,2,6.4,2019-03-14,108,2,12.8,2,2,2,222,4
167134,OLDER FAMILIES,Budget,8,3,2,4,2018-11-15,227,2,8,1,2,2,122,3
167135,RETIREES,Mainstream,13,3,2,6.5,2019-03-04,118,2,13,2,2,2,222,4
167138,OLDER SINGLES/COUPLES,Premium,5.4,1,1,5.4,2018-12-31,181,1,5.4,2,1,1,211,3
167139,OLDER FAMILIES,Premium,6,2,1,6,2018-11-02,240,1,6,1,1,1,111,3
167140,RETIREES,Mainstream,8.1,3,2,4.05,2019-03-19,103,2,8.1,3,2,2,322,4
167141,YOUNG SINGLES/COUPLES,Mainstream,8,2,2,4,2019-04-18,73,2,8,3,2,2,322,4
167142,OLDER SINGLES/COUPLES,Mainstream,2.8,1,1,2.8,2019-06-04,26,1,2.8,4,1,1,411,4
167143,OLDER SINGLES/COUPLES,Premium,8.2,2,2,4.1,2019-04-27,64,2,8.2,3,2,2,322,4
167144,YOUNG FAMILIES,Premium,4.6,1,1,4.6,2018-08-20,314,1,4.6,1,1,1,111,3
167146,YOUNG SINGLES/COUPLES,Mainstream,7.9,2,2,3.95,2018-11-24,218,2,7.9,1,2,2,122,3
167148,OLDER SINGLES/COUPLES,Mainstream,3.7,1,1,3.7,2018-09-03,300,1,3.7,1,1,1,111,3
167149,YOUNG SINGLES/COUPLES,Budget,1.9,1,1,1.9,2018-12-31,181,1,1.9,2,1,1,211,3
167150,YOUNG SINGLES/COUPLES,Mainstream,3.3,1,1,3.3,2019-04-27,64,1,3.3,3,1,1,311,4
167151,YOUNG SINGLES/COUPLES,Mainstream,8.4,2,1,8.4,2019-04-21,70,1,8.4,3,1,2,312,4
167153,NEW FAMILIES,Budget,19.200000000000003,4,2,9.600000000000001,2019-02-02,148,2,19.200000000000003,2,2,3,223,4
167154,YOUNG SINGLES/COUPLES,Budget,8.8,2,1,8.8,2019-05-27,34,1,8.8,4,1,2,412,4
167156,YOUNG SINGLES/COUPLES,Budget,5.2,2,1,5.2,2019-01-07,174,1,5.2,2,1,1,211,3
167159,YOUNG SINGLES/COUPLES,Premium,3.3,1,1,3.3,2018-07-17,348,1,3.3,1,1,1,111,3
167162,YOUNG SINGLES/COUPLES,Mainstream,5.7,1,1,5.7,2019-03-23,99,1,5.7,3,1,1,311,4
167163,YOUNG SINGLES/COUPLES,Budget,9.3,2,2,4.65,2018-08-10,324,2,9.3,1,2,2,122,3
167166,RETIREES,Mainstream,1.8,1,1,1.8,2018-10-26,247,1,1.8,1,1,1,111,3
167168,OLDER FAMILIES,Budget,3.8,2,1,3.8,2019-04-25,66,1,3.8,3,1,1,311,4
167169,OLDER SINGLES/COUPLES,Mainstream,3.7,1,1,3.7,2019-03-13,109,1,3.7,2,1,1,211,4
167170,YOUNG SINGLES/COUPLES,Budget,2.1,1,1,2.1,2019-04-24,67,1,2.1,3,1,1,311,4
167171,MIDAGE SINGLES/COUPLES,Budget,4.8,2,2,2.4,2019-04-30,61,2,4.8,3,2,1,321,4
167172,OLDER SINGLES/COUPLES,Mainstream,3.8,1,1,3.8,2019-06-10,20,1,3.8,5,1,1,511,4
167176,YOUNG SINGLES/COUPLES,Budget,12,4,3,4,2019-04-08,83,3,12,3,3,2,332,4
167177,YOUNG SINGLES/COUPLES,Mainstream,3.8,1,1,3.8,2018-11-01,241,1,3.8,1,1,1,111,3
167178,YOUNG FAMILIES,Budget,6,2,1,6,2019-06-11,19,1,6,5,1,1,511,4
167179,MIDAGE SINGLES/COUPLES,Premium,6.5,1,1,6.5,2019-04-20,71,1,6.5,3,1,1,311,4
167180,NEW FAMILIES,Premium,7.300000000000001,2,2,3.6500000000000004,2018-09-18,285,2,7.300000000000001,1,2,1,121,3
167182,YOUNG SINGLES/COUPLES,Mainstream,4.6,1,1,4.6,2018-10-18,255,1,4.6,1,1,1,111,3
167183,OLDER FAMILIES,Mainstream,3.8,1,1,3.8,2018-08-14,320,1,3.8,1,1,1,111,3
167185,OLDER FAMILIES,Mainstream,5.4,2,1,5.4,2018-07-31,334,1,5.4,1,1,1,111,3
167187,YOUNG FAMILIES,Budget,21.6,6,4,5.4,2019-06-13,17,4,21.6,5,4,3,543,2
167188,RETIREES,Budget,8.4,2,2,4.2,2019-05-10,51,2,8.4,4,2,2,422,4
167189,MIDAGE SINGLES/COUPLES,Premium,10.6,4,3,3.533333333333333,2019-06-10,20,3,10.6,5,3,2,532,4
167190,MIDAGE SINGLES/COUPLES,Premium,3.8,2,1,3.8,2018-09-18,285,1,3.8,1,1,1,111,3
167191,OLDER SINGLES/COUPLES,Mainstream,12.5,3,2,6.25,2019-04-24,67,2,12.5,3,2,2,322,4
167193,OLDER FAMILIES,Mainstream,10.700000000000001,3,2,5.3500000000000005,2019-03-25,97,2,10.700000000000001,3,2,2,322,4
167194,RETIREES,Budget,5.7,1,1,5.7,2018-09-05,298,1,5.7,1,1,1,111,3
167195,OLDER SINGLES/COUPLES,Premium,9.2,2,1,9.2,2019-06-06,24,1,9.2,4,1,2,412,4
167196,OLDER SINGLES/COUPLES,Premium,3,1,1,3,2019-01-01,180,1,3,2,1,1,211,3
167197,YOUNG FAMILIES,Premium,6.8,3,2,3.4,2019-05-05,56,2,6.8,4,2,1,421,4
167199,YOUNG SINGLES/COUPLES,Premium,3,1,1,3,2019-04-03,88,1,3,3,1,1,311,4
167200,OLDER SINGLES/COUPLES,Budget,6.8,2,2,3.4,2019-03-23,99,2,6.8,3,2,1,321,4
167202,RETIREES,Budget,14.4,3,2,7.2,2019-06-22,8,2,14.4,5,2,2,522,4
167205,YOUNG SINGLES/COUPLES,Budget,6,2,1,6,2018-10-12,261,1,6,1,1,1,111,3
167206,RETIREES,Mainstream,2.6,1,1,2.6,2018-08-06,328,1,2.6,1,1,1,111,3
167208,RETIREES,Budget,3.7,1,1,3.7,2019-02-02,148,1,3.7,2,1,1,211,4
167209,MIDAGE SINGLES/COUPLES,Premium,3.6,2,1,3.6,2019-05-23,38,1,3.6,4,1,1,411,4
167210,RETIREES,Mainstream,5.7,2,2,2.85,2019-04-19,72,2,5.7,3,2,1,321,4
167211,YOUNG SINGLES/COUPLES,Budget,5.9,2,2,2.95,2019-03-07,115,2,5.9,2,2,1,221,4
167213,OLDER SINGLES/COUPLES,Mainstream,8.2,3,2,4.1,2018-12-09,203,2,8.2,1,2,2,122,3
167215,OLDER FAMILIES,Budget,3.8,1,1,3.8,2018-12-29,183,1,3.8,2,1,1,211,3
167216,YOUNG FAMILIES,Budget,4.6,1,1,4.6,2019-06-03,27,1,4.6,4,1,1,411,4
167217,OLDER SINGLES/COUPLES,Premium,9.700000000000001,3,3,3.233333333333334,2018-10-07,266,3,9.700000000000001,1,3,2,132,3
167218,OLDER SINGLES/COUPLES,Mainstream,2.4,1,1,2.4,2018-12-02,210,1,2.4,1,1,1,111,3
167219,YOUNG SINGLES/COUPLES,Mainstream,4.4,1,1,4.4,2018-07-20,345,1,4.4,1,1,1,111,3
167220,NEW FAMILIES,Budget,2.6,1,1,2.6,2019-04-26,65,1,2.6,3,1,1,311,4
167221,YOUNG SINGLES/COUPLES,Premium,2.9,1,1,2.9,2019-06-20,10,1,2.9,5,1,1,511,4
167222,MIDAGE SINGLES/COUPLES,Mainstream,10.4,3,2,5.2,2019-03-01,121,2,10.4,2,2,2,222,4
167223,YOUNG FAMILIES,Premium,2.6,1,1,2.6,2019-01-05,176,1,2.6,2,1,1,211,3
167224,YOUNG SINGLES/COUPLES,Budget,16.1,4,3,5.366666666666667,2019-01-14,167,3,16.1,2,3,3,233,4
167225,OLDER FAMILIES,Budget,15.2,4,3,5.066666666666666,2019-06-20,10,3,15.2,5,3,2,532,4
167226,MIDAGE SINGLES/COUPLES,Mainstream,3.7,1,1,3.7,2019-06-27,3,1,3.7,5,1,1,511,4
167227,RETIREES,Mainstream,5.699999999999999,2,2,2.8499999999999996,2018-10-24,249,2,5.699999999999999,1,2,1,121,3
167228,RETIREES,Budget,3,1,1,3,2018-11-06,236,1,3,1,1,1,111,3
167229,RETIREES,Budget,11,4,2,5.5,2019-01-02,179,2,11,2,2,2,222,3
167230,YOUNG SINGLES/COUPLES,Budget,5.4,2,2,2.7,2019-02-18,132,2,5.4,2,2,1,221,4
167237,OLDER SINGLES/COUPLES,Budget,11.4,3,2,5.7,2019-06-04,26,2,11.4,4,2,2,422,4
167240,OLDER SINGLES/COUPLES,Budget,2.8,1,1,2.8,2019-04-27,64,1,2.8,3,1,1,311,4
167241,OLDER SINGLES/COUPLES,Budget,7.4,2,1,7.4,2019-03-15,107,1,7.4,2,1,1,211,4
167242,RETIREES,Budget,3.8,1,1,3.8,2018-08-13,321,1,3.8,1,1,1,111,3
167243,OLDER FAMILIES,Mainstream,7.699999999999999,2,2,3.8499999999999996,2019-03-08,114,2,7.699999999999999,2,2,2,222,4
167244,YOUNG SINGLES/COUPLES,Mainstream,4.4,1,1,4.4,2018-11-29,213,1,4.4,1,1,1,111,3
167245,RETIREES,Premium,7.8,2,1,7.8,2019-01-09,172,1,7.8,2,1,2,212,3
167247,OLDER SINGLES/COUPLES,Mainstream,5.4,1,1,5.4,2019-06-01,29,1,5.4,4,1,1,411,4
167248,YOUNG SINGLES/COUPLES,Mainstream,4.6,1,1,4.6,2019-03-03,119,1,4.6,2,1,1,211,4
167249,OLDER FAMILIES,Premium,10.4,3,2,5.2,2019-04-23,68,2,10.4,3,2,2,322,4
167251,NEW FAMILIES,Premium,6.6,2,1,6.6,2018-11-01,241,1,6.6,1,1,1,111,3
167252,YOUNG SINGLES/COUPLES,Budget,9,2,2,4.5,2019-06-30,0,2,9,5,2,2,522,4
167255,YOUNG SINGLES/COUPLES,Budget,3,1,1,3,2018-11-22,220,1,3,1,1,1,111,3
167258,RETIREES,Premium,8.3,2,2,4.15,2019-01-05,176,2,8.3,2,2,2,222,3
167259,YOUNG FAMILIES,Premium,10.5,3,3,3.5,2019-03-24,98,3,10.5,3,3,2,332,4
167260,RETIREES,Premium,5.1,2,2,2.55,2019-02-05,145,2,5.1,2,2,1,221,4
167261,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2019-02-11,139,1,7.6,2,1,2,212,4
167263,RETIREES,Premium,3.1,1,1,3.1,2019-05-01,60,1,3.1,3,1,1,311,4
167264,RETIREES,Budget,5.7,1,1,5.7,2019-05-04,57,1,5.7,3,1,1,311,4
167265,RETIREES,Premium,3.8,1,1,3.8,2018-07-29,336,1,3.8,1,1,1,111,3
167266,OLDER FAMILIES,Budget,6.3,2,2,3.15,2019-05-09,52,2,6.3,4,2,1,421,4
167267,OLDER FAMILIES,Mainstream,2.9,1,1,2.9,2019-04-05,86,1,2.9,3,1,1,311,4
167271,YOUNG SINGLES/COUPLES,Mainstream,17.299999999999997,5,3,5.766666666666666,2019-03-07,115,3,17.299999999999997,2,3,3,233,4
167274,YOUNG SINGLES/COUPLES,Budget,5.4,2,1,5.4,2019-04-04,87,1,5.4,3,1,1,311,4
167275,RETIREES,Budget,4.2,1,1,4.2,2019-05-12,49,1,4.2,4,1,1,411,4
167279,MIDAGE SINGLES/COUPLES,Premium,1.7,1,1,1.7,2018-12-17,195,1,1.7,1,1,1,111,3
167282,OLDER FAMILIES,Premium,3.7,1,1,3.7,2018-09-05,298,1,3.7,1,1,1,111,3
167285,MIDAGE SINGLES/COUPLES,Mainstream,9,2,2,4.5,2019-05-11,50,2,9,4,2,2,422,4
167286,OLDER SINGLES/COUPLES,Premium,7.3,2,2,3.65,2019-04-21,70,2,7.3,3,2,1,321,4
167287,OLDER SINGLES/COUPLES,Mainstream,4.6,1,1,4.6,2019-03-15,107,1,4.6,2,1,1,211,4
167288,OLDER FAMILIES,Mainstream,30.1,7,3,10.033333333333333,2018-10-03,270,3,30.1,1,3,4,134,3
167289,YOUNG FAMILIES,Mainstream,4.4,1,1,4.4,2018-07-17,348,1,4.4,1,1,1,111,3
167290,YOUNG SINGLES/COUPLES,Mainstream,3.7,1,1,3.7,2019-02-19,131,1,3.7,2,1,1,211,4
167291,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2019-01-05,176,1,7.6,2,1,2,212,3
167293,OLDER FAMILIES,Budget,5.7,1,1,5.7,2018-07-28,337,1,5.7,1,1,1,111,3
167294,OLDER SINGLES/COUPLES,Mainstream,5.4,1,1,5.4,2018-09-18,285,1,5.4,1,1,1,111,3
167295,NEW FAMILIES,Premium,9.8,3,3,3.266666666666667,2019-03-18,104,3,9.8,3,3,2,332,4
167297,RETIREES,Mainstream,6,2,2,3,2019-01-09,172,2,6,2,2,1,221,3
167298,RETIREES,Budget,6.3,3,1,6.3,2019-05-16,45,1,6.3,4,1,1,411,4
167300,YOUNG SINGLES/COUPLES,Mainstream,3,1,1,3,2018-07-10,355,1,3,1,1,1,111,3
167304,YOUNG SINGLES/COUPLES,Budget,4.6,1,1,4.6,2019-05-08,53,1,4.6,4,1,1,411,4
167305,OLDER SINGLES/COUPLES,Mainstream,3,1,1,3,2018-12-21,191,1,3,1,1,1,111,3
167306,YOUNG SINGLES/COUPLES,Budget,7.4,2,1,7.4,2018-08-02,332,1,7.4,1,1,1,111,3
167308,OLDER FAMILIES,Mainstream,2.1,1,1,2.1,2019-06-02,28,1,2.1,4,1,1,411,4
167309,RETIREES,Budget,4.4,1,1,4.4,2018-11-20,222,1,4.4,1,1,1,111,3
167310,OLDER FAMILIES,Budget,11.700000000000001,3,2,5.8500000000000005,2019-03-30,92,2,11.700000000000001,3,2,2,322,4
167311,OLDER SINGLES/COUPLES,Mainstream,4.6,1,1,4.6,2018-12-04,208,1,4.6,1,1,1,111,3
167312,RETIREES,Budget,4.2,1,1,4.2,2018-12-13,199,1,4.2,1,1,1,111,3
167313,YOUNG SINGLES/COUPLES,Budget,3,1,1,3,2019-01-31,150,1,3,2,1,1,211,4
167314,YOUNG SINGLES/COUPLES,Budget,10.8,2,1,10.8,2018-07-30,335,1,10.8,1,1,2,112,3
167315,RETIREES,Budget,1.9,1,1,1.9,2018-08-01,333,1,1.9,1,1,1,111,3
167317,YOUNG SINGLES/COUPLES,Premium,2.7,1,1,2.7,2018-11-14,228,1,2.7,1,1,1,111,3
167318,OLDER SINGLES/COUPLES,Premium,12.4,5,4,3.1,2019-06-19,11,4,12.4,5,4,2,542,4
167319,MIDAGE SINGLES/COUPLES,Premium,4.4,1,1,4.4,2018-11-06,236,1,4.4,1,1,1,111,3
167320,YOUNG SINGLES/COUPLES,Mainstream,4.6,1,1,4.6,2019-05-23,38,1,4.6,4,1,1,411,4
167322,YOUNG SINGLES/COUPLES,Premium,3,1,1,3,2019-01-28,153,1,3,2,1,1,211,4
167323,OLDER SINGLES/COUPLES,Budget,5.8,3,2,2.9,2019-06-23,7,2,5.8,5,2,1,521,4
167324,RETIREES,Mainstream,8.2,3,2,4.1,2019-06-24,6,2,8.2,5,2,2,522,4
167325,YOUNG SINGLES/COUPLES,Budget,3.7,1,1,3.7,2019-01-29,152,1,3.7,2,1,1,211,4
167326,OLDER FAMILIES,Budget,4.4,1,1,4.4,2018-11-12,230,1,4.4,1,1,1,111,3
167329,YOUNG SINGLES/COUPLES,Mainstream,6.6,2,2,3.3,2019-03-26,96,2,6.6,3,2,1,321,4
167330,RETIREES,Budget,5.7,1,1,5.7,2018-10-20,253,1,5.7,1,1,1,111,3
167332,OLDER SINGLES/COUPLES,Mainstream,1.7,1,1,1.7,2019-05-13,48,1,1.7,4,1,1,411,4
167337,OLDER SINGLES/COUPLES,Budget,13.8,4,3,4.6000000000000005,2019-06-27,3,3,13.8,5,3,2,532,4
167338,OLDER SINGLES/COUPLES,Budget,8.7,2,2,4.35,2019-05-31,30,2,8.7,4,2,2,422,4
167340,RETIREES,Budget,3.7,1,1,3.7,2018-12-10,202,1,3.7,1,1,1,111,3
167341,OLDER FAMILIES,Mainstream,5.4,1,1,5.4,2018-09-23,280,1,5.4,1,1,1,111,3
167343,RETIREES,Budget,10.6,3,2,5.3,2019-01-13,168,2,10.6,2,2,2,222,3
167344,YOUNG SINGLES/COUPLES,Budget,5.4,1,1,5.4,2018-07-27,338,1,5.4,1,1,1,111,3
167346,RETIREES,Premium,5.8,2,1,5.8,2018-09-05,298,1,5.8,1,1,1,111,3
167347,YOUNG SINGLES/COUPLES,Mainstream,8.7,2,2,4.35,2018-12-08,204,2,8.7,1,2,2,122,3
167348,RETIREES,Mainstream,2.7,1,1,2.7,2018-09-21,282,1,2.7,1,1,1,111,3
167350,MIDAGE SINGLES/COUPLES,Mainstream,9.4,2,2,4.7,2018-09-19,284,2,9.4,1,2,2,122,3
167351,YOUNG SINGLES/COUPLES,Mainstream,3.7,1,1,3.7,2018-09-28,275,1,3.7,1,1,1,111,3
167352,RETIREES,Mainstream,2.7,1,1,2.7,2019-05-04,57,1,2.7,3,1,1,311,4
167353,YOUNG SINGLES/COUPLES,Mainstream,2.1,1,1,2.1,2019-03-07,115,1,2.1,2,1,1,211,4
167357,YOUNG SINGLES/COUPLES,Premium,11.4,2,1,11.4,2018-09-14,289,1,11.4,1,1,2,112,3
167358,YOUNG SINGLES/COUPLES,Budget,2.9,1,1,2.9,2019-05-30,31,1,2.9,4,1,1,411,4
167359,YOUNG SINGLES/COUPLES,Mainstream,2.9,1,1,2.9,2019-06-24,6,1,2.9,5,1,1,511,4
167360,OLDER FAMILIES,Budget,5.4,1,1,5.4,2019-02-05,145,1,5.4,2,1,1,211,4
167362,YOUNG SINGLES/COUPLES,Budget,3.7,1,1,3.7,2019-05-09,52,1,3.7,4,1,1,411,4
167365,YOUNG SINGLES/COUPLES,Budget,3.6,1,1,3.6,2018-07-13,352,1,3.6,1,1,1,111,3
167371,NEW FAMILIES,Mainstream,6,2,2,3,2018-11-07,235,2,6,1,2,1,121,3
167372,RETIREES,Mainstream,2.7,1,1,2.7,2018-12-03,209,1,2.7,1,1,1,111,3
167373,MIDAGE SINGLES/COUPLES,Premium,3,1,1,3,2018-09-09,294,1,3,1,1,1,111,3
167376,YOUNG FAMILIES,Mainstream,4.6,1,1,4.6,2019-04-05,86,1,4.6,3,1,1,311,4
167377,YOUNG SINGLES/COUPLES,Premium,4.6,1,1,4.6,2019-05-27,34,1,4.6,4,1,1,411,4
167378,YOUNG SINGLES/COUPLES,Premium,1.9,1,1,1.9,2019-05-21,40,1,1.9,4,1,1,411,4
167379,RETIREES,Mainstream,5.5,2,2,2.75,2018-08-07,327,2,5.5,1,2,1,121,3
167381,YOUNG FAMILIES,Mainstream,7,2,2,3.5,2018-11-21,221,2,7,1,2,1,121,3
167382,YOUNG FAMILIES,Budget,2.3,1,1,2.3,2018-12-20,192,1,2.3,1,1,1,111,3
167383,MIDAGE SINGLES/COUPLES,Premium,4.2,2,1,4.2,2019-06-29,1,1,4.2,5,1,1,511,4
167385,MIDAGE SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2019-02-24,126,1,9.2,2,1,2,212,4
167386,NEW FAMILIES,Budget,10,3,2,5,2019-06-03,27,2,10,4,2,2,422,4
167388,YOUNG SINGLES/COUPLES,Premium,7.8,3,2,3.9,2019-03-03,119,2,7.8,2,2,2,222,4
167390,RETIREES,Mainstream,7.3,2,2,3.65,2019-02-12,138,2,7.3,2,2,1,221,4
167392,RETIREES,Mainstream,1.9,1,1,1.9,2018-07-27,338,1,1.9,1,1,1,111,3
167393,YOUNG SINGLES/COUPLES,Budget,6,2,2,3,2019-05-31,30,2,6,4,2,1,421,4
167394,YOUNG SINGLES/COUPLES,Premium,13,3,2,6.5,2019-05-29,32,2,13,4,2,2,422,4
167395,YOUNG SINGLES/COUPLES,Premium,3,1,1,3,2018-10-31,242,1,3,1,1,1,111,3
167396,YOUNG FAMILIES,Premium,10.6,3,3,3.533333333333333,2019-05-22,39,3,10.6,4,3,2,432,4
167399,OLDER FAMILIES,Mainstream,6,2,1,6,2019-05-25,36,1,6,4,1,1,411,4
167401,OLDER FAMILIES,Budget,15.9,5,3,5.3,2019-05-19,42,3,15.9,4,3,3,433,4
167402,NEW FAMILIES,Premium,7.4,2,1,7.4,2019-01-21,160,1,7.4,2,1,1,211,3
167405,MIDAGE SINGLES/COUPLES,Budget,3.8,2,1,3.8,2019-05-18,43,1,3.8,4,1,1,411,4
167406,RETIREES,Premium,17.400000000000002,5,2,8.700000000000001,2018-09-15,288,2,17.400000000000002,1,2,3,123,3
167407,YOUNG SINGLES/COUPLES,Premium,6.3,2,2,3.15,2019-02-28,122,2,6.3,2,2,1,221,4
167408,YOUNG FAMILIES,Premium,12.9,3,3,4.3,2018-11-25,217,3,12.9,1,3,2,132,3
167410,NEW FAMILIES,Mainstream,2.9,1,1,2.9,2019-06-15,15,1,2.9,5,1,1,511,4
167411,NEW FAMILIES,Mainstream,9.7,3,3,3.233333333333333,2019-05-28,33,3,9.7,4,3,2,432,4
167412,RETIREES,Mainstream,3,1,1,3,2018-07-04,361,1,3,1,1,1,111,3
167414,RETIREES,Mainstream,1.7,1,1,1.7,2019-02-17,133,1,1.7,2,1,1,211,4
167415,NEW FAMILIES,Budget,5.4,1,1,5.4,2019-05-13,48,1,5.4,4,1,1,411,4
167417,YOUNG SINGLES/COUPLES,Budget,18.5,5,1,18.5,2018-08-15,319,1,18.5,1,1,3,113,3
167418,RETIREES,Mainstream,4.6,1,1,4.6,2019-04-19,72,1,4.6,3,1,1,311,4
167419,NEW FAMILIES,Mainstream,5.4,1,1,5.4,2018-10-10,263,1,5.4,1,1,1,111,3
167420,YOUNG SINGLES/COUPLES,Mainstream,6.2,2,1,6.2,2018-12-07,205,1,6.2,1,1,1,111,3
167423,RETIREES,Budget,12.4,4,2,6.2,2019-05-04,57,2,12.4,3,2,2,322,4
167425,YOUNG SINGLES/COUPLES,Budget,3,1,1,3,2019-05-10,51,1,3,4,1,1,411,4
167426,YOUNG SINGLES/COUPLES,Mainstream,11.9,3,3,3.966666666666667,2019-01-31,150,3,11.9,2,3,2,232,4
167427,RETIREES,Premium,5.4,1,1,5.4,2018-10-21,252,1,5.4,1,1,1,111,3
167428,MIDAGE SINGLES/COUPLES,Mainstream,10.6,3,2,5.3,2019-05-29,32,2,10.6,4,2,2,422,4
167430,RETIREES,Mainstream,1.7,1,1,1.7,2018-11-16,226,1,1.7,1,1,1,111,3
167431,MIDAGE SINGLES/COUPLES,Mainstream,6.5,2,2,3.25,2018-12-20,192,2,6.5,1,2,1,121,3
167432,OLDER SINGLES/COUPLES,Premium,6.6,2,1,6.6,2019-04-15,76,1,6.6,3,1,1,311,4
167433,OLDER SINGLES/COUPLES,Premium,42.7,10,7,6.1000000000000005,2019-04-13,78,7,42.7,3,5,5,355,2
167434,OLDER FAMILIES,Mainstream,4.4,1,1,4.4,2019-02-08,142,1,4.4,2,1,1,211,4
167436,OLDER FAMILIES,Premium,2.7,1,1,2.7,2019-04-18,73,1,2.7,3,1,1,311,4
167437,MIDAGE SINGLES/COUPLES,Mainstream,10.4,3,2,5.2,2019-04-04,87,2,10.4,3,2,2,322,4
167443,MIDAGE SINGLES/COUPLES,Mainstream,3,1,1,3,2018-07-26,339,1,3,1,1,1,111,3
167447,OLDER SINGLES/COUPLES,Mainstream,22.3,6,5,4.46,2019-01-17,164,5,22.3,2,4,3,243,2
167450,OLDER FAMILIES,Mainstream,6.2,2,1,6.2,2019-06-02,28,1,6.2,4,1,1,411,4
167452,MIDAGE SINGLES/COUPLES,Budget,4.8,2,1,4.8,2019-04-04,87,1,4.8,3,1,1,311,4
167455,RETIREES,Budget,2.1,1,1,2.1,2018-07-18,347,1,2.1,1,1,1,111,3
167456,OLDER SINGLES/COUPLES,Budget,5.699999999999999,2,2,2.8499999999999996,2018-11-27,215,2,5.699999999999999,1,2,1,121,3
167458,OLDER SINGLES/COUPLES,Mainstream,3,1,1,3,2019-01-09,172,1,3,2,1,1,211,3
167461,YOUNG FAMILIES,Premium,4.2,1,1,4.2,2018-08-09,325,1,4.2,1,1,1,111,3
167462,RETIREES,Budget,19.2,4,3,6.3999999999999995,2019-06-15,15,3,19.2,5,3,3,533,4
167465,YOUNG SINGLES/COUPLES,Mainstream,17.2,5,3,5.733333333333333,2019-03-21,101,3,17.2,3,3,3,333,4
167469,RETIREES,Mainstream,6.5,2,2,3.25,2018-08-04,330,2,6.5,1,2,1,121,3
167470,YOUNG SINGLES/COUPLES,Premium,3,1,1,3,2018-08-04,330,1,3,1,1,1,111,3
167471,NEW FAMILIES,Mainstream,1.7,1,1,1.7,2019-03-11,111,1,1.7,2,1,1,211,4
167474,RETIREES,Mainstream,1.9,1,1,1.9,2019-03-28,94,1,1.9,3,1,1,311,4
167476,RETIREES,Mainstream,3,1,1,3,2018-09-20,283,1,3,1,1,1,111,3
167477,YOUNG SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2019-03-09,113,1,8.8,2,1,2,212,4
167479,YOUNG SINGLES/COUPLES,Mainstream,7,2,2,3.5,2019-05-24,37,2,7,4,2,1,421,4
167480,RETIREES,Mainstream,4.6,1,1,4.6,2019-05-31,30,1,4.6,4,1,1,411,4
167481,YOUNG SINGLES/COUPLES,Budget,12.700000000000001,3,3,4.233333333333333,2019-06-22,8,3,12.700000000000001,5,3,2,532,4
167483,YOUNG FAMILIES,Budget,5.7,1,1,5.7,2018-12-11,201,1,5.7,1,1,1,111,3
167485,YOUNG SINGLES/COUPLES,Premium,3.8,1,1,3.8,2018-08-07,327,1,3.8,1,1,1,111,3
167486,RETIREES,Mainstream,2.7,1,1,2.7,2019-02-17,133,1,2.7,2,1,1,211,4
167487,YOUNG SINGLES/COUPLES,Budget,2.7,1,1,2.7,2019-04-29,62,1,2.7,3,1,1,311,4
167488,YOUNG SINGLES/COUPLES,Mainstream,7.1000000000000005,2,2,3.5500000000000003,2018-09-12,291,2,7.1000000000000005,1,2,1,121,3
167489,YOUNG SINGLES/COUPLES,Mainstream,3.6,1,1,3.6,2019-04-12,79,1,3.6,3,1,1,311,4
167490,OLDER SINGLES/COUPLES,Mainstream,7.1,2,2,3.55,2019-05-14,47,2,7.1,4,2,1,421,4
168000,YOUNG FAMILIES,Mainstream,44.6,13,7,6.371428571428572,2019-03-18,104,7,44.6,3,5,5,355,2
168001,YOUNG SINGLES/COUPLES,Budget,49.8,14,7,7.114285714285714,2019-05-30,31,7,49.8,4,5,5,455,1
168002,OLDER SINGLES/COUPLES,Mainstream,15.2,4,2,7.6,2019-04-05,86,2,15.2,3,2,2,322,4
168003,MIDAGE SINGLES/COUPLES,Budget,3.4,2,1,3.4,2018-07-13,352,1,3.4,1,1,1,111,3
