lylty_card_nbr,lifestage,premium_customer,total_sales,total_units,transactions,avg_spend_per_txn,last_purchase,recency_days,frequency,monetary
170234,OLDER SINGLES/COUPLES,Premium,10.8,2,1,10.8,2019-04-26,65,1,10.8
170235,RETIREES,Premium,8.8,2,1,8.8,2019-06-16,14,1,8.8
170236,RETIREES,Mainstream,7.4,2,1,7.4,2018-11-19,223,1,7.4
170238,OLDER SINGLES/COUPLES,Premium,7.6,2,1,7.6,2019-04-07,84,1,7.6
170239,YOUNG FAMILIES,Mainstream,16,4,2,8,2018-08-30,304,2,16
170240,RETIREES,Budget,10.8,2,1,10.8,2018-12-26,186,1,10.8
170241,YOUNG SINGLES/COUPLES,Budget,8.8,2,1,8.8,2018-07-28,337,1,8.8
170243,RETIREES,Budget,10.8,2,1,10.8,2018-09-05,298,1,10.8
170244,YOUNG SINGLES/COUPLES,Mainstream,18,4,2,9,2018-09-16,287,2,18
170246,YOUNG SINGLES/COUPLES,Mainstream,14.600000000000001,4,2,7.300000000000001,2018-09-18,285,2,14.600000000000001
170247,OLDER SINGLES/COUPLES,Budget,7.6,2,1,7.6,2019-01-28,153,1,7.6
170251,OLDER FAMILIES,Budget,18,4,2,9,2019-04-21,70,2,18
170253,YOUNG SINGLES/COUPLES,Premium,7.4,2,1,7.4,2019-03-02,120,1,7.4
170255,RETIREES,Mainstream,26,6,3,8.666666666666666,2019-05-06,55,3,26
170257,RETIREES,Budget,11.4,2,1,11.4,2018-09-27,276,1,11.4
170259,YOUNG FAMILIES,Budget,16.200000000000003,4,2,8.100000000000001,2018-10-22,251,2,16.200000000000003
170260,RETIREES,Mainstream,47.2,12,6,7.866666666666667,2019-05-15,46,6,47.2
170262,YOUNG SINGLES/COUPLES,Premium,7.6,2,1,7.6,2018-09-04,299,1,7.6
170263,YOUNG FAMILIES,Budget,11.4,2,1,11.4,2018-11-23,219,1,11.4
170264,YOUNG FAMILIES,Premium,30.2,6,3,10.066666666666666,2019-01-14,167,3,30.2
170266,MIDAGE SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2018-07-22,343,1,7.4
170267,MIDAGE SINGLES/COUPLES,Budget,9.2,2,1,9.2,2019-06-13,17,1,9.2
170269,NEW FAMILIES,Mainstream,9.2,2,1,9.2,2019-06-10,20,1,9.2
170270,YOUNG SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2018-09-18,285,1,10.8
170271,OLDER SINGLES/COUPLES,Budget,14.8,4,2,7.4,2019-06-24,6,2,14.8
170272,YOUNG SINGLES/COUPLES,Mainstream,14.8,4,2,7.4,2019-03-26,96,2,14.8
170273,YOUNG FAMILIES,Mainstream,7.6,2,1,7.6,2018-08-28,306,1,7.6
170274,MIDAGE SINGLES/COUPLES,Mainstream,17.200000000000003,4,2,8.600000000000001,2019-01-18,163,2,17.200000000000003
170275,YOUNG FAMILIES,Budget,8.8,2,1,8.8,2019-02-04,146,1,8.8
170278,OLDER FAMILIES,Mainstream,3.3,1,1,3.3,2018-08-18,316,1,3.3
170279,OLDER SINGLES/COUPLES,Budget,20,4,2,10,2018-12-05,207,2,20
170280,YOUNG SINGLES/COUPLES,Mainstream,16.4,4,2,8.2,2019-04-15,76,2,16.4
170281,MIDAGE SINGLES/COUPLES,Budget,7.8,2,1,7.8,2019-02-11,139,1,7.8
170282,OLDER FAMILIES,Budget,34.4,8,4,8.6,2019-06-12,18,4,34.4
170283,RETIREES,Mainstream,15.4,3,2,7.7,2019-05-16,45,2,15.4
170284,OLDER FAMILIES,Budget,25,6,3,8.333333333333334,2019-03-05,117,3,25
170285,RETIREES,Mainstream,17.6,4,2,8.8,2018-09-26,277,2,17.6
170286,OLDER FAMILIES,Mainstream,11.4,2,1,11.4,2018-12-05,207,1,11.4
170287,OLDER FAMILIES,Budget,19.6,4,2,9.8,2018-10-25,248,2,19.6
170288,NEW FAMILIES,Premium,27.8,6,3,9.266666666666667,2018-12-12,200,3,27.8
170289,YOUNG SINGLES/COUPLES,Mainstream,28.6,6,3,9.533333333333333,2019-03-12,110,3,28.6
170290,MIDAGE SINGLES/COUPLES,Mainstream,7.8,2,1,7.8,2018-11-17,225,1,7.8
170291,YOUNG SINGLES/COUPLES,Mainstream,7.8,2,1,7.8,2019-06-02,28,1,7.8
170292,RETIREES,Mainstream,3.3,1,1,3.3,2018-08-15,319,1,3.3
170293,RETIREES,Mainstream,17.200000000000003,4,2,8.600000000000001,2019-02-12,138,2,17.200000000000003
170294,YOUNG SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2019-06-26,4,1,8.8
170295,RETIREES,Mainstream,25.8,6,3,8.6,2018-10-13,260,3,25.8
170296,RETIREES,Budget,20,4,2,10,2019-06-04,26,2,20
170297,OLDER SINGLES/COUPLES,Budget,8.4,2,1,8.4,2018-09-15,288,1,8.4
170298,RETIREES,Premium,15.799999999999999,4,2,7.8999999999999995,2018-11-06,236,2,15.799999999999999
170299,NEW FAMILIES,Mainstream,3.8,1,1,3.8,2019-01-24,157,1,3.8
170300,RETIREES,Mainstream,7.6,2,1,7.6,2018-08-05,329,1,7.6
170301,RETIREES,Budget,6.6,2,1,6.6,2018-09-28,275,1,6.6
170303,MIDAGE SINGLES/COUPLES,Mainstream,14,4,2,7,2019-02-11,139,2,14
170305,RETIREES,Premium,9.2,2,1,9.2,2018-08-27,307,1,9.2
170306,OLDER FAMILIES,Budget,7.6,2,1,7.6,2019-04-17,74,1,7.6
170307,OLDER FAMILIES,Budget,10.8,2,1,10.8,2018-07-27,338,1,10.8
170308,OLDER FAMILIES,Premium,36.4,8,4,9.1,2018-11-24,218,4,36.4
170309,MIDAGE SINGLES/COUPLES,Premium,34.2,8,4,8.55,2019-01-25,156,4,34.2
170310,RETIREES,Premium,11.4,2,1,11.4,2019-06-21,9,1,11.4
170311,YOUNG SINGLES/COUPLES,Mainstream,11.4,2,1,11.4,2019-04-13,78,1,11.4
170313,YOUNG SINGLES/COUPLES,Premium,9.2,2,1,9.2,2018-07-24,341,1,9.2
170314,RETIREES,Mainstream,7.6,2,1,7.6,2018-10-09,264,1,7.6
170316,MIDAGE SINGLES/COUPLES,Mainstream,15.8,4,2,7.9,2019-01-05,176,2,15.8
170317,OLDER SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2019-02-20,130,1,9.2
170318,MIDAGE SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2019-06-16,14,1,8.8
170319,OLDER SINGLES/COUPLES,Budget,16.799999999999997,4,2,8.399999999999999,2019-06-18,12,2,16.799999999999997
170322,MIDAGE SINGLES/COUPLES,Premium,23.8,4,2,11.9,2019-05-26,35,2,23.8
170323,RETIREES,Premium,6.6,2,1,6.6,2018-11-11,231,1,6.6
170325,RETIREES,Premium,7.8,2,1,7.8,2019-01-19,162,1,7.8
170326,OLDER FAMILIES,Budget,44.6,10,5,8.92,2019-06-22,8,5,44.6
170327,OLDER SINGLES/COUPLES,Premium,8.8,2,1,8.8,2019-01-21,160,1,8.8
170328,YOUNG FAMILIES,Budget,29.8,6,3,9.933333333333334,2019-06-04,26,3,29.8
170329,OLDER SINGLES/COUPLES,Budget,6.6,2,1,6.6,2018-11-24,218,1,6.6
170334,NEW FAMILIES,Premium,25.4,6,3,8.466666666666667,2019-03-16,106,3,25.4
170335,YOUNG FAMILIES,Budget,8.6,2,1,8.6,2019-01-02,179,1,8.6
170337,RETIREES,Mainstream,26.200000000000003,6,3,8.733333333333334,2018-09-14,289,3,26.200000000000003
170338,YOUNG SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2018-10-19,254,1,8.8
170339,RETIREES,Mainstream,7.6,2,1,7.6,2018-08-02,332,1,7.6
170341,OLDER SINGLES/COUPLES,Budget,11.4,2,1,11.4,2019-03-31,91,1,11.4
170343,MIDAGE SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2018-09-14,289,1,9.2
170344,YOUNG SINGLES/COUPLES,Mainstream,11.4,2,1,11.4,2018-08-13,321,1,11.4
170345,YOUNG SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2019-06-30,0,1,7.4
170346,MIDAGE SINGLES/COUPLES,Premium,13,2,1,13,2019-05-27,34,1,13
170347,NEW FAMILIES,Budget,20,4,2,10,2018-08-05,329,2,20
170350,YOUNG SINGLES/COUPLES,Mainstream,18,4,2,9,2018-10-16,257,2,18
170351,YOUNG FAMILIES,Budget,28.400000000000002,6,3,9.466666666666667,2019-06-14,16,3,28.400000000000002
170352,RETIREES,Mainstream,15,4,2,7.5,2019-04-27,64,2,15
170353,YOUNG SINGLES/COUPLES,Mainstream,17.6,4,2,8.8,2019-05-27,34,2,17.6
170354,YOUNG FAMILIES,Premium,8.8,2,1,8.8,2019-06-20,10,1,8.8
170355,MIDAGE SINGLES/COUPLES,Budget,8.8,2,1,8.8,2019-06-13,17,1,8.8
170356,RETIREES,Mainstream,7.4,2,1,7.4,2018-09-10,293,1,7.4
170357,RETIREES,Premium,11.4,2,1,11.4,2019-05-09,52,1,11.4
170358,YOUNG SINGLES/COUPLES,Premium,8.8,2,1,8.8,2018-07-11,354,1,8.8
170361,RETIREES,Mainstream,11.8,3,2,5.9,2019-04-14,77,2,11.8
170365,YOUNG SINGLES/COUPLES,Mainstream,16.799999999999997,4,2,8.399999999999999,2019-02-19,131,2,16.799999999999997
170366,MIDAGE SINGLES/COUPLES,Mainstream,8.4,2,1,8.4,2019-01-31,150,1,8.4
170367,RETIREES,Premium,13,2,1,13,2019-04-25,66,1,13
170368,MIDAGE SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2019-05-10,51,1,7.4
170369,MIDAGE SINGLES/COUPLES,Premium,28.200000000000003,6,3,9.4,2018-12-12,200,3,28.200000000000003
170372,OLDER FAMILIES,Budget,8.8,2,1,8.8,2018-07-31,334,1,8.8
170373,RETIREES,Mainstream,10.8,2,1,10.8,2019-01-21,160,1,10.8
170376,MIDAGE SINGLES/COUPLES,Mainstream,19.4,4,2,9.7,2019-01-15,166,2,19.4
170377,OLDER FAMILIES,Mainstream,3.8,1,1,3.8,2019-05-14,47,1,3.8
170378,YOUNG SINGLES/COUPLES,Budget,8.4,2,1,8.4,2019-03-11,111,1,8.4
170379,MIDAGE SINGLES/COUPLES,Premium,8.8,2,1,8.8,2019-02-09,141,1,8.8
170380,YOUNG FAMILIES,Premium,15.4,4,2,7.7,2018-11-23,219,2,15.4
171000,YOUNG SINGLES/COUPLES,Mainstream,15,4,2,7.5,2019-04-16,75,2,15
171002,MIDAGE SINGLES/COUPLES,Mainstream,11.4,2,1,11.4,2018-08-07,327,1,11.4
171004,YOUNG FAMILIES,Budget,11.4,2,1,11.4,2018-07-25,340,1,11.4
171005,RETIREES,Budget,15,4,2,7.5,2019-05-05,56,2,15
171007,OLDER FAMILIES,Mainstream,9.2,2,1,9.2,2019-05-04,57,1,9.2
171008,YOUNG SINGLES/COUPLES,Mainstream,4.4,1,1,4.4,2018-08-20,314,1,4.4
171010,OLDER FAMILIES,Budget,8.8,2,1,8.8,2018-07-31,334,1,8.8
171011,YOUNG SINGLES/COUPLES,Premium,7.2,2,1,7.2,2018-08-27,307,1,7.2
171012,YOUNG SINGLES/COUPLES,Premium,8.8,2,1,8.8,2018-08-23,311,1,8.8
171013,OLDER FAMILIES,Mainstream,8.8,2,1,8.8,2018-11-29,213,1,8.8
171014,RETIREES,Mainstream,18.4,4,2,9.2,2019-05-05,56,2,18.4
171016,OLDER SINGLES/COUPLES,Mainstream,32.4,7,4,8.1,2019-06-15,15,4,32.4
171019,YOUNG FAMILIES,Mainstream,22.4,6,3,7.466666666666666,2019-03-04,118,3,22.4
171020,YOUNG SINGLES/COUPLES,Premium,24.8,6,3,8.266666666666667,2018-12-22,190,3,24.8
171021,OLDER SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2019-01-26,155,1,7.6
171022,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2019-02-17,133,1,7.6
171023,YOUNG SINGLES/COUPLES,Budget,11.4,2,1,11.4,2019-03-13,109,1,11.4
171024,YOUNG SINGLES/COUPLES,Budget,16,4,2,8,2018-12-19,193,2,16
171026,MIDAGE SINGLES/COUPLES,Premium,9.2,2,1,9.2,2018-09-16,287,1,9.2
171027,OLDER SINGLES/COUPLES,Premium,20.6,4,2,10.3,2019-04-22,69,2,20.6
171028,YOUNG FAMILIES,Budget,7.6,2,1,7.6,2019-01-04,177,1,7.6
171029,MIDAGE SINGLES/COUPLES,Mainstream,17.799999999999997,4,2,8.899999999999999,2018-12-30,182,2,17.799999999999997
171030,RETIREES,Mainstream,7.4,2,1,7.4,2018-08-03,331,1,7.4
171032,NEW FAMILIES,Premium,28.8,6,3,9.6,2019-03-10,112,3,28.8
171034,YOUNG SINGLES/COUPLES,Mainstream,30.400000000000002,6,3,10.133333333333335,2019-02-02,148,3,30.400000000000002
171035,OLDER FAMILIES,Budget,6.6,2,1,6.6,2018-12-28,184,1,6.6
171036,RETIREES,Premium,44,10,5,8.8,2019-05-09,52,5,44
171037,YOUNG SINGLES/COUPLES,Mainstream,8.6,2,1,8.6,2018-12-08,204,1,8.6
171039,YOUNG SINGLES/COUPLES,Premium,16,4,2,8,2018-12-27,185,2,16
171040,RETIREES,Mainstream,15.2,4,2,7.6,2018-12-01,211,2,15.2
171041,RETIREES,Mainstream,23,6,3,7.666666666666667,2018-12-08,204,3,23
171042,OLDER SINGLES/COUPLES,Premium,7.4,2,1,7.4,2019-03-19,103,1,7.4
171043,OLDER SINGLES/COUPLES,Premium,44.2,10,5,8.84,2019-03-18,104,5,44.2
171045,RETIREES,Mainstream,24.200000000000003,6,3,8.066666666666668,2019-06-09,21,3,24.200000000000003
171046,RETIREES,Premium,6.6,2,1,6.6,2019-05-12,49,1,6.6
171048,OLDER FAMILIES,Mainstream,14.2,4,2,7.1,2019-05-03,58,2,14.2
171049,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2019-06-14,16,1,7.6
171050,OLDER FAMILIES,Mainstream,22.2,4,2,11.1,2018-12-29,183,2,22.2
171051,RETIREES,Budget,23.6,6,3,7.866666666666667,2019-05-23,38,3,23.6
171053,YOUNG SINGLES/COUPLES,Mainstream,23,6,3,7.666666666666667,2019-04-15,76,3,23
171054,OLDER SINGLES/COUPLES,Budget,10.8,2,1,10.8,2019-02-11,139,1,10.8
171055,RETIREES,Mainstream,7.2,2,1,7.2,2018-07-13,352,1,7.2
171056,OLDER FAMILIES,Premium,23.8,6,3,7.933333333333334,2019-06-06,24,3,23.8
171057,OLDER SINGLES/COUPLES,Budget,11.4,2,1,11.4,2019-04-30,61,1,11.4
171059,RETIREES,Mainstream,11.4,2,1,11.4,2019-03-12,110,1,11.4
171060,RETIREES,Budget,44.5,11,6,7.416666666666667,2019-04-15,76,6,44.5
171061,OLDER FAMILIES,Mainstream,18.8,4,2,9.4,2019-05-06,55,2,18.8
171062,OLDER SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2019-03-09,113,1,10.8
171063,YOUNG SINGLES/COUPLES,Mainstream,6.6,2,1,6.6,2018-11-29,213,1,6.6
171064,OLDER SINGLES/COUPLES,Premium,32.4,8,4,8.1,2019-02-28,122,4,32.4
171065,MIDAGE SINGLES/COUPLES,Mainstream,15.4,4,2,7.7,2018-11-14,228,2,15.4
171067,YOUNG SINGLES/COUPLES,Mainstream,3.3,1,1,3.3,2018-09-26,277,1,3.3
171068,YOUNG SINGLES/COUPLES,Budget,16,4,2,8,2018-08-03,331,2,16
171069,YOUNG SINGLES/COUPLES,Budget,6.6,2,1,6.6,2019-06-28,2,1,6.6
171072,YOUNG SINGLES/COUPLES,Mainstream,42,10,5,8.4,2019-06-24,6,5,42
171073,YOUNG SINGLES/COUPLES,Budget,8.8,2,1,8.8,2019-03-10,112,1,8.8
171074,YOUNG SINGLES/COUPLES,Mainstream,11.4,2,1,11.4,2018-09-23,280,1,11.4
171075,MIDAGE SINGLES/COUPLES,Premium,19.4,4,2,9.7,2018-11-01,241,2,19.4
171076,YOUNG SINGLES/COUPLES,Mainstream,24,6,3,8,2018-12-28,184,3,24
171078,YOUNG SINGLES/COUPLES,Budget,26,6,3,8.666666666666666,2019-04-06,85,3,26
171079,OLDER FAMILIES,Premium,6.6,2,1,6.6,2018-09-23,280,1,6.6
171080,RETIREES,Budget,20.200000000000003,4,2,10.100000000000001,2019-02-06,144,2,20.200000000000003
171084,OLDER SINGLES/COUPLES,Budget,18,4,2,9,2019-05-26,35,2,18
171085,OLDER SINGLES/COUPLES,Budget,22.6,6,3,7.533333333333334,2019-06-01,29,3,22.6
171086,OLDER SINGLES/COUPLES,Premium,4.6,1,1,4.6,2018-08-13,321,1,4.6
171088,YOUNG SINGLES/COUPLES,Mainstream,9.2,2,1,9.2,2019-05-23,38,1,9.2
171089,OLDER SINGLES/COUPLES,Budget,7.6,2,1,7.6,2018-09-26,277,1,7.6
171090,OLDER SINGLES/COUPLES,Mainstream,23.4,6,3,7.8,2019-05-07,54,3,23.4
171092,YOUNG SINGLES/COUPLES,Mainstream,8.6,2,1,8.6,2018-09-06,297,1,8.6
171093,YOUNG SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2018-10-10,263,1,7.4
171094,OLDER SINGLES/COUPLES,Budget,14.4,4,2,7.2,2019-03-13,109,2,14.4
171096,YOUNG SINGLES/COUPLES,Mainstream,13,2,1,13,2018-09-20,283,1,13
171097,OLDER FAMILIES,Budget,30.200000000000003,6,3,10.066666666666668,2019-03-16,106,3,30.200000000000003
171098,MIDAGE SINGLES/COUPLES,Premium,7.2,2,1,7.2,2018-11-12,230,1,7.2
171099,YOUNG SINGLES/COUPLES,Mainstream,19,4,2,9.5,2019-01-19,162,2,19
171101,OLDER FAMILIES,Mainstream,9.2,2,1,9.2,2018-09-24,279,1,9.2
171103,OLDER SINGLES/COUPLES,Premium,9.2,2,1,9.2,2018-07-01,364,1,9.2
171105,OLDER SINGLES/COUPLES,Budget,7.4,2,1,7.4,2018-09-25,278,1,7.4
171106,YOUNG FAMILIES,Mainstream,23.8,6,3,7.933333333333334,2019-04-19,72,3,23.8
171107,RETIREES,Budget,23.8,6,3,7.933333333333334,2019-06-25,5,3,23.8
171110,YOUNG SINGLES/COUPLES,Budget,5.4,1,1,5.4,2018-08-20,314,1,5.4
171112,OLDER FAMILIES,Budget,36.4,8,4,9.1,2019-03-16,106,4,36.4
171114,YOUNG SINGLES/COUPLES,Mainstream,14,4,2,7,2019-04-23,68,2,14
171115,YOUNG SINGLES/COUPLES,Mainstream,25.2,6,3,8.4,2018-12-23,189,3,25.2
171116,YOUNG SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2019-05-07,54,1,7.4
171118,RETIREES,Mainstream,32.4,8,4,8.1,2019-05-10,51,4,32.4
171121,YOUNG SINGLES/COUPLES,Mainstream,8.6,2,1,8.6,2019-05-10,51,1,8.6
171124,MIDAGE SINGLES/COUPLES,Budget,8.8,2,1,8.8,2018-10-18,255,1,8.8
171125,YOUNG SINGLES/COUPLES,Mainstream,27.599999999999998,6,3,9.2,2019-06-26,4,3,27.599999999999998
171127,OLDER SINGLES/COUPLES,Mainstream,8.6,2,1,8.6,2018-11-18,224,1,8.6
171128,YOUNG SINGLES/COUPLES,Mainstream,7.2,2,1,7.2,2018-11-13,229,1,7.2
171129,YOUNG FAMILIES,Budget,16.6,4,2,8.3,2019-03-09,113,2,16.6
171130,MIDAGE SINGLES/COUPLES,Premium,20,4,2,10,2019-04-24,67,2,20
171132,MIDAGE SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2018-08-31,303,1,7.4
171133,RETIREES,Premium,29,6,3,9.666666666666666,2019-05-04,57,3,29
171134,YOUNG SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2019-01-12,169,1,7.4
171135,MIDAGE SINGLES/COUPLES,Mainstream,27.4,6,3,9.133333333333333,2019-04-29,62,3,27.4
171137,YOUNG FAMILIES,Budget,17,4,2,8.5,2019-03-08,114,2,17
171138,OLDER SINGLES/COUPLES,Premium,16.6,4,2,8.3,2019-02-04,146,2,16.6
171139,RETIREES,Premium,8.8,2,1,8.8,2018-07-26,339,1,8.8
171140,RETIREES,Mainstream,11.4,2,1,11.4,2019-02-28,122,1,11.4
171141,NEW FAMILIES,Budget,3.25,1,1,3.25,2019-05-20,41,1,3.25
171142,MIDAGE SINGLES/COUPLES,Mainstream,7.8,2,1,7.8,2018-08-03,331,1,7.8
171143,YOUNG SINGLES/COUPLES,Mainstream,21.6,4,2,10.8,2019-03-28,94,2,21.6
171144,MIDAGE SINGLES/COUPLES,Mainstream,7.4,2,1,7.4,2018-11-30,212,1,7.4
171145,MIDAGE SINGLES/COUPLES,Budget,18.8,4,2,9.4,2018-09-04,299,2,18.8
171146,YOUNG SINGLES/COUPLES,Mainstream,15.8,4,2,7.9,2019-05-27,34,2,15.8
171147,OLDER SINGLES/COUPLES,Mainstream,15.2,4,2,7.6,2019-02-10,140,2,15.2
171148,OLDER SINGLES/COUPLES,Budget,13.8,4,2,6.9,2019-04-24,67,2,13.8
171149,YOUNG SINGLES/COUPLES,Mainstream,15.2,4,2,7.6,2018-09-21,282,2,15.2
171150,OLDER SINGLES/COUPLES,Mainstream,6.6,2,1,6.6,2019-03-08,114,1,6.6
171152,RETIREES,Premium,15.8,4,2,7.9,2019-02-04,146,2,15.8
171153,OLDER SINGLES/COUPLES,Premium,44.6,10,5,8.92,2019-06-10,20,5,44.6
171154,OLDER FAMILIES,Premium,15.2,4,2,7.6,2019-05-03,58,2,15.2
171155,OLDER SINGLES/COUPLES,Mainstream,10.8,2,1,10.8,2018-11-04,238,1,10.8
171156,YOUNG SINGLES/COUPLES,Mainstream,17.6,4,2,8.8,2019-06-01,29,2,17.6
171161,RETIREES,Mainstream,7.6,2,1,7.6,2018-11-20,222,1,7.6
171162,OLDER FAMILIES,Budget,23.8,5,3,7.933333333333334,2018-10-16,257,3,23.8
171163,YOUNG SINGLES/COUPLES,Premium,8.6,2,1,8.6,2019-06-05,25,1,8.6
171164,RETIREES,Mainstream,8.4,2,1,8.4,2019-05-26,35,1,8.4
171165,RETIREES,Mainstream,8.8,2,1,8.8,2018-12-26,186,1,8.8
171166,OLDER SINGLES/COUPLES,Mainstream,16.200000000000003,4,2,8.100000000000001,2019-02-04,146,2,16.200000000000003
171167,YOUNG SINGLES/COUPLES,Mainstream,18.4,4,2,9.2,2018-09-21,282,2,18.4
171168,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2019-05-16,45,1,7.6
171169,YOUNG FAMILIES,Budget,19.200000000000003,4,2,9.600000000000001,2019-02-27,123,2,19.200000000000003
171170,OLDER SINGLES/COUPLES,Premium,21.4,5,2,10.7,2019-02-08,142,2,21.4
171171,RETIREES,Premium,9.2,2,1,9.2,2019-06-10,20,1,9.2
171172,OLDER SINGLES/COUPLES,Mainstream,18,4,2,9,2018-09-17,286,2,18
171173,NEW FAMILIES,Mainstream,7.4,2,1,7.4,2018-10-28,245,1,7.4
171174,YOUNG SINGLES/COUPLES,Premium,12.2,3,2,6.1,2019-05-18,43,2,12.2
171175,MIDAGE SINGLES/COUPLES,Premium,7.2,2,1,7.2,2019-03-20,102,1,7.2
171177,OLDER FAMILIES,Premium,9.2,2,1,9.2,2018-09-01,302,1,9.2
171178,MIDAGE SINGLES/COUPLES,Premium,10.8,2,1,10.8,2019-01-16,165,1,10.8
171179,RETIREES,Mainstream,34.6,8,4,8.65,2019-06-05,25,4,34.6
171180,MIDAGE SINGLES/COUPLES,Premium,25.2,6,3,8.4,2019-06-29,1,3,25.2
171182,RETIREES,Budget,9.2,2,1,9.2,2019-02-10,140,1,9.2
171183,OLDER FAMILIES,Premium,10.8,2,1,10.8,2018-11-03,239,1,10.8
171184,OLDER SINGLES/COUPLES,Premium,8.8,2,1,8.8,2019-01-30,151,1,8.8
171185,YOUNG SINGLES/COUPLES,Budget,11.4,2,1,11.4,2019-06-23,7,1,11.4
171186,RETIREES,Budget,27.4,6,3,9.133333333333333,2019-05-21,40,3,27.4
171187,YOUNG SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2018-11-12,230,1,8.8
171188,MIDAGE SINGLES/COUPLES,Mainstream,23.6,6,3,7.866666666666667,2018-11-14,228,3,23.6
171189,YOUNG SINGLES/COUPLES,Budget,7.6,2,1,7.6,2019-03-21,101,1,7.6
171190,YOUNG SINGLES/COUPLES,Mainstream,34.6,8,4,8.65,2019-05-08,53,4,34.6
171191,YOUNG SINGLES/COUPLES,Mainstream,17.1,3,1,17.1,2019-05-17,44,1,17.1
171192,MIDAGE SINGLES/COUPLES,Mainstream,11.4,2,1,11.4,2019-05-19,42,1,11.4
171193,OLDER SINGLES/COUPLES,Premium,44.6,10,5,8.92,2019-04-11,80,5,44.6
171194,RETIREES,Mainstream,27.4,6,3,9.133333333333333,2019-05-06,55,3,27.4
171195,YOUNG FAMILIES,Mainstream,17.6,4,2,8.8,2019-05-16,45,2,17.6
171196,YOUNG SINGLES/COUPLES,Mainstream,14.399999999999999,4,2,7.199999999999999,2019-04-17,74,2,14.399999999999999
171199,OLDER FAMILIES,Mainstream,23,6,3,7.666666666666667,2018-12-21,191,3,23
171200,RETIREES,Budget,32.4,8,4,8.1,2019-06-27,3,4,32.4
171202,YOUNG SINGLES/COUPLES,Mainstream,14.600000000000001,4,2,7.300000000000001,2019-05-11,50,2,14.600000000000001
171203,OLDER SINGLES/COUPLES,Budget,9.2,2,1,9.2,2019-04-26,65,1,9.2
171205,RETIREES,Mainstream,9.2,2,1,9.2,2019-01-21,160,1,9.2
171207,MIDAGE SINGLES/COUPLES,Budget,19.2,4,2,9.6,2019-06-06,24,2,19.2
171209,RETIREES,Mainstream,25.6,6,3,8.533333333333333,2019-01-23,158,3,25.6
171210,MIDAGE SINGLES/COUPLES,Premium,7.6,2,1,7.6,2019-04-13,78,1,7.6
171211,YOUNG FAMILIES,Premium,8.8,2,1,8.8,2018-09-10,293,1,8.8
171212,MIDAGE SINGLES/COUPLES,Mainstream,16.2,3,1,16.2,2018-08-17,317,1,16.2
171213,MIDAGE SINGLES/COUPLES,Premium,15.799999999999999,4,2,7.8999999999999995,2019-06-17,13,2,15.799999999999999
171214,OLDER FAMILIES,Mainstream,15.799999999999999,4,2,7.8999999999999995,2019-03-05,117,2,15.799999999999999
171215,RETIREES,Mainstream,8.8,2,1,8.8,2018-11-17,225,1,8.8
171216,OLDER FAMILIES,Budget,16.4,4,2,8.2,2019-03-14,108,2,16.4
171218,NEW FAMILIES,Mainstream,28,6,3,9.333333333333334,2018-11-23,219,3,28
171219,RETIREES,Premium,7.6,2,1,7.6,2019-04-25,66,1,7.6
171220,YOUNG SINGLES/COUPLES,Budget,10.8,2,1,10.8,2018-11-21,221,1,10.8
171221,RETIREES,Budget,14.8,4,2,7.4,2019-03-31,91,2,14.8
171222,YOUNG SINGLES/COUPLES,Mainstream,7.6,2,1,7.6,2019-03-06,116,1,7.6
171223,OLDER FAMILIES,Mainstream,23,6,3,7.666666666666667,2019-05-26,35,3,23
171225,YOUNG SINGLES/COUPLES,Mainstream,8.8,2,1,8.8,2018-12-31,181,1,8.8
171229,RETIREES,Premium,8.8,2,1,8.8,2019-01-08,173,1,8.8
171230,YOUNG SINGLES/COUPLES,Premium,16.6,4,2,8.3,2018-10-16,257,2,16.6
171231,OLDER SINGLES/COUPLES,Budget,14.3,3,2,7.15,2019-05-20,41,2,14.3
171232,RETIREES,Mainstream,7.8,2,1,7.8,2018-11-08,234,1,7.8
171233,YOUNG SINGLES/COUPLES,Mainstream,7.2,2,1,7.2,2018-09-18,285,1,7.2
171234,RETIREES,Budget,23.6,6,3,7.866666666666667,2019-03-24,98,3,23.6
171235,RETIREES,Mainstream,11.8,2,1,11.8,2019-03-24,98,1,11.8
